solver_group,CaseID,Implementation,N,Re,Scheme,PressureSolver,Runtime_s,Iterations,AvgPoissonRelResidual,Quality,source_file
cpp_mpi,35,mpi_cpp_case_parallel_cpp,64,1000,central,RBSOR,265.883597757,8500,7.97024667852e-05,needs_improvement,comparison/results/raw/cpp_mpi_r8_full.csv
cpp_mpi,36,mpi_cpp_case_parallel_cpp,128,400,central,RBSOR,3926.59225616,8500,9.29992719373e-05,validated_but_not_converged,comparison/results/raw/cpp_mpi_r8_full.csv
python_mpi,1,mpi_python_case_parallel_vectorized,32,100,upwind,RBGS,368.851254201,4000,9.17261227739e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_1.csv
python_mpi,2,mpi_python_case_parallel_looped,32,100,upwind,RBGS,4261.94100205,4000,9.17261227739e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_1.csv
python_mpi,3,mpi_python_case_parallel_vectorized,32,100,upwind,RBSOR,107.170492986,4000,5.75090163629e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_1.csv
python_mpi,4,mpi_python_case_parallel_looped,32,100,upwind,RBSOR,1260.22650121,4000,5.75090163629e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_1.csv
python_mpi,5,mpi_python_case_parallel_vectorized,32,100,central,RBGS,448.996088533,5500,9.16411087027e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_2.csv
python_mpi,6,mpi_python_case_parallel_looped,32,100,central,RBGS,5264.29040448,5500,9.16411087027e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_2.csv
python_mpi,7,mpi_python_case_parallel_vectorized,32,100,central,RBSOR,132.647481009,5500,5.92300574361e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_2.csv
python_mpi,8,mpi_python_case_parallel_looped,32,100,central,RBSOR,1623.20587129,5500,5.92300574361e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_2.csv
python_mpi,9,mpi_python_case_parallel_vectorized,32,400,upwind,RBGS,359.562133316,4000,9.29384779981e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_3.csv
python_mpi,10,mpi_python_case_parallel_looped,32,400,upwind,RBGS,4192.04102588,4000,9.29384779981e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_3.csv
python_mpi,11,mpi_python_case_parallel_vectorized,32,400,upwind,RBSOR,98.2363850717,4000,6.45593192335e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_3.csv
python_mpi,12,mpi_python_case_parallel_looped,32,400,upwind,RBSOR,1202.86493578,4000,6.45593192335e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_3.csv
python_mpi,13,mpi_python_case_parallel_vectorized,32,400,central,RBGS,454.063271903,5500,9.31774606428e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_4.csv
python_mpi,14,mpi_python_case_parallel_looped,32,400,central,RBGS,5315.57794078,5500,9.31774606427e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_4.csv
python_mpi,15,mpi_python_case_parallel_vectorized,32,400,central,RBSOR,134.507321842,5500,6.52177025162e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_4.csv
python_mpi,16,mpi_python_case_parallel_looped,32,400,central,RBSOR,1590.28002478,5500,6.52177025163e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_4.csv
python_mpi,17,mpi_python_case_parallel_vectorized,32,1000,upwind,RBGS,359.025007892,7000,8.72827263944e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_5.csv
python_mpi,18,mpi_python_case_parallel_looped,32,1000,upwind,RBGS,4226.11047176,7000,8.72827263944e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_5.csv
python_mpi,19,mpi_python_case_parallel_vectorized,32,1000,upwind,RBSOR,134.151734147,7000,5.43281322189e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_5.csv
python_mpi,20,mpi_python_case_parallel_looped,32,1000,upwind,RBSOR,1571.75003717,7000,5.4328132219e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_5.csv
python_mpi,21,mpi_python_case_parallel_vectorized,32,1000,central,RBGS,366.058547761,8500,8.78148556893e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_6.csv
python_mpi,22,mpi_python_case_parallel_looped,32,1000,central,RBGS,4405.50962571,8500,8.78148556893e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_6.csv
python_mpi,23,mpi_python_case_parallel_vectorized,32,1000,central,RBSOR,142.475475954,8500,4.80505600102e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_6.csv
python_mpi,24,mpi_python_case_parallel_looped,32,1000,central,RBSOR,1712.70262295,8500,4.8050560011e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_6.csv
python_mpi,25,mpi_python_case_parallel_vectorized,64,100,upwind,RBGS,2910.69096692,4000,9.80531322402e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_7.csv
python_mpi,26,mpi_python_case_parallel_looped,64,100,upwind,RBGS,66295.7151647,4000,9.80531322402e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_7.csv
python_mpi,27,mpi_python_case_parallel_vectorized,64,100,upwind,RBSOR,547.743215721,4000,8.02159832272e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_7.csv
python_mpi,28,mpi_python_case_parallel_looped,64,100,upwind,RBSOR,12212.7154462,4000,8.02159832272e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_7.csv
python_mpi,29,mpi_python_case_parallel_vectorized,64,100,central,RBGS,3678.35442824,5500,9.78963559449e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_8.csv
python_mpi,30,mpi_python_case_parallel_looped,64,100,central,RBGS,82323.1887241,5500,9.78963559449e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_8.csv
python_mpi,31,mpi_python_case_parallel_vectorized,64,100,central,RBSOR,679.826600298,5500,7.87017974524e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_8.csv
python_mpi,32,mpi_python_case_parallel_looped,64,100,central,RBSOR,15573.7287131,5500,7.87017974524e-05,validated_but_not_converged,python/mpi/results/data/study_summary_mpi_part_8.csv
python_mpi,33,mpi_python_case_parallel_vectorized,64,400,upwind,RBGS,3385.8377225,4000,9.82123100574e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_9.csv
python_mpi,34,mpi_python_case_parallel_looped,64,400,upwind,RBGS,77737.0970385,4000,9.82123100574e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_9.csv
python_mpi,35,mpi_python_case_parallel_vectorized,64,400,upwind,RBSOR,551.437429791,4000,7.94659329116e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_9.csv
python_mpi,36,mpi_python_case_parallel_looped,64,400,upwind,RBSOR,12381.666414,4000,7.94659329116e-05,needs_improvement,python/mpi/results/data/study_summary_mpi_part_9.csv
